index,promptID,pairID,genre,sentence1_binary_parse,sentence2_binary_parse,sentence1_parse,sentence2_parse,sentence1,sentence2,label1,gold_label
9,166,311573,33601,33601e,slate,( Gingrich ( ( has ( a point ) ) . ) ),"( Gingrich ( ( has ( ( brought up ) ( ( several examples ) ( that ( ( support ( his point ) ) ( extremely well ) ) ) ) ) ) , ) )",(ROOT (S (NP (NNP Gingrich)) (VP (VBZ has) (NP (DT a) (NN point))) (. .))),"(ROOT (S (NP (NNP Gingrich)) (VP (VBZ has) (VP (VBN brought) (PRT (RP up)) (NP (NP (JJ several) (NNS examples)) (SBAR (WHNP (WDT that)) (S (VP (VBP support) (NP (PRP$ his) (NN point)) (ADVP (RB extremely) (RB well)))))))) (, ,)))",Gingrich has a point.,"Gingrich has brought up several examples that support his point extremely well,",entailment,entailment
31,238,297676,59139,59139e,telephone,( ( my dad ) ( is ( ( ( into ( hot ( air ballooning ) ) ) and ) ( that ( 's ( like ( ( balloon heaven ) ( is Arizona ) ) ) ) ) ) ) ),( ( My dad ) ( ( ( is not ) ( ( a ( big fan ) ) ( of ( hot ( air ballooning ) ) ) ) ) . ) ),(ROOT (S (NP (PRP$ my) (NN dad)) (VP (VBZ is) (UCP (PP (IN into) (NP (JJ hot) (NN air) (VBG ballooning))) (CC and) (SBAR (WHNP (WDT that)) (S (VP (VBZ 's) (SBAR (IN like) (S (NP (NN balloon) (NN heaven)) (VP (VBZ is) (NP (NNP Arizona)))))))))))),(ROOT (S (NP (PRP$ My) (NN dad)) (VP (VBZ is) (RB not) (NP (NP (DT a) (JJ big) (NN fan)) (PP (IN of) (NP (JJ hot) (NN air) (VBG ballooning))))) (. .))),my dad is into hot air ballooning and that's like balloon heaven is Arizona,My dad is not a big fan of hot air ballooning.,entailment,entailment
65,143,367236,24310,24310c,fiction,"( I ( ( ( ( ( ( ( dragged Daniel ) back ) ( to ( the cockpit ) ) ) , ) and ) ( dumped ( him there ) ) ) . ) )",( I ( ( ( ( dropped Daniel ) ( out ( ( the back ) ( of ( the plane ) ) ) ) ) ( without ( a parachute ) ) ) . ) ),"(ROOT (S (NP (PRP I)) (VP (VP (VBD dragged) (NP (NNP Daniel)) (PRT (RP back)) (PP (TO to) (NP (DT the) (NN cockpit)))) (, ,) (CC and) (VP (VBD dumped) (S (NP (PRP him)) (NP (EX there))))) (. .)))",(ROOT (S (NP (PRP I)) (VP (VBD dropped) (NP (NNP Daniel)) (PP (IN out) (NP (NP (DT the) (NN back)) (PP (IN of) (NP (DT the) (NN plane))))) (PP (IN without) (NP (DT a) (NN parachute)))) (. .))),"I dragged Daniel back to the cockpit, and dumped him there.",I dropped Daniel out the back of the plane without a parachute. ,contradiction,contradiction
19,73,366691,132306,132306e,government,( Testimony ( ( ( ( identified ( ( particular issues ) ( regarding ( ( agricultural workers ) ( who ( are ( permanent ( resident aliens ) ) ) ) ) ) ) ) and ) ( thus ( eligible ( for ( general representation ) ) ) ) ) . ) ),( ( Permanent ( resident aliens ) ) ( ( are ( ineligible ( for ( general representation ) ) ) ) . ) ),(ROOT (S (NP (NN Testimony)) (VP (VP (VBN identified) (NP (NP (JJ particular) (NNS issues)) (PP (VBG regarding) (NP (NP (JJ agricultural) (NNS workers)) (SBAR (WHNP (WP who)) (S (VP (VBP are) (NP (JJ permanent) (NN resident) (NNS aliens))))))))) (CC and) (VP (ADVP (RB thus)) (ADJP (JJ eligible)) (PP (IN for) (NP (JJ general) (NN representation))))) (. .))),(ROOT (S (NP (JJ Permanent) (NN resident) (NNS aliens)) (VP (VBP are) (ADJP (JJ ineligible) (PP (IN for) (NP (JJ general) (NN representation))))) (. .))),Testimony identified particular issues regarding agricultural workers who are permanent resident aliens and thus eligible for general representation.,Permanent resident aliens are ineligible for general representation.,entailment,entailment
52,284,364486,3111,3111c,telephone,( ( ( okay ( ( yes yes ) ( i ( know ( because ( i ( know ( when ( ( my mother ) ( was ( a ( you ( know ( going ( into ( ( the ( work force ) ) ( there ( ( was n't ) ( very many ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) opportunities ) ( for ( ( her i ) ( guess ( she ( 's ( in ( ( her ( late forties ) ) ( ( ( you ( were ( expected ( to ( ( ( stay home ) and ) ( take ( care ( of ( the kids ) ) ) ) ) ) ) ) ) and ) ( i ( ( 've never ) ( faced ( that ( at all ) ) ) ) ) ) ) ) ) ) ) ) ) ),( ( When ( ( my mother ) ( was ( entering ( the workforce ) ) ) ) ) ( there ( ( ( ( were n't ) ( ( many opportunities ) ( for her ) ) ) ( because ( women ( ( were not ) ( ( treated equally ) ( to men ) ) ) ) ) ) . ) ) ),(ROOT (NP (NP (ADJP (JJ okay) (SBAR (S (INTJ (UH yes) (UH yes)) (NP (FW i)) (VP (VBP know) (SBAR (IN because) (S (NP (FW i)) (VP (VBP know) (SBAR (WHADVP (WRB when)) (S (NP (PRP$ my) (NN mother)) (VP (VBD was) (NP (DT a) (S (NP (PRP you)) (VP (VBP know) (S (VP (VBG going) (PP (IN into) (NP (NP (DT the) (NN work) (NN force)) (SBAR (S (NP (EX there)) (VP (VBD was) (RB n't) (ADJP (RB very) (JJ many)))))))))))))))))))))) (NNS opportunities)) (PP (IN for) (NP (NP (PRP$ her) (FW i)) (SBAR (S (VP (VBP guess) (SBAR (S (NP (PRP she)) (VP (VBZ 's) (PP (IN in) (NP (NP (PRP$ her) (JJ late) (NNS forties)) (SBAR (S (S (NP (PRP you)) (VP (VBD were) (VP (VBN expected) (S (VP (TO to) (VP (VP (VB stay) (NP (NN home))) (CC and) (VP (VB take) (NP (NP (NN care)) (PP (IN of) (NP (DT the) (NNS kids))))))))))) (CC and) (S (NP (FW i)) (VP (VBP 've) (ADVP (RB never)) (VP (VBN faced) (SBAR (IN that) (FRAG (ADVP (IN at) (DT all))))))))))))))))))))),(ROOT (S (SBAR (WHADVP (WRB When)) (S (NP (PRP$ my) (NN mother)) (VP (VBD was) (VP (VBG entering) (NP (DT the) (NN workforce)))))) (NP (EX there)) (VP (VBD were) (RB n't) (NP (NP (JJ many) (NNS opportunities)) (PP (IN for) (NP (PRP her)))) (SBAR (IN because) (S (NP (NNS women)) (VP (VBD were) (RB not) (VP (VBN treated) (ADVP (RB equally)) (PP (TO to) (NP (NNS men)))))))) (. .))),okay yes yes i know because i know when my mother was a you know going into the work force there wasn't very many opportunities for her i guess she's in her late forties you were expected to stay home and take care of the kids and i've never faced that at all,When my mother was entering the workforce there weren't many opportunities for her because women were not treated equally to men.,contradiction,contradiction
16,456,142518,132251,132251e,fiction,( ( No ( wonder ( Miss Howard ) ) ) ( ( had ( ( suggested `` ) ( ( hushing it ) ( ( ( up . ) '' ) ( Now ( ( ( ( ( ( I ( understood ( ( that ( unfinished sentence ) ) ( of hers ) ) ) ) : ) ( `` ( Emily ( ( herself '' ) '' ) ) ) ) '' ) And ) ( ( in ( my heart ) ) ( I ( agreed ( with her ) ) ) ) ) ) ) ) ) ) . ) ),( Now ( I ( ( realized ( why ( ( Miss Howard ) ( had ( advised ( we ( keep ( quiet ( about it ) ) ) ) ) ) ) ) ) . ) ) ),(ROOT (S (NP (DT No) (NN wonder) (NNP Miss) (NNP Howard)) (VP (VBD had) (VP (VBN suggested) (`` ``) (S (VP (VBG hushing) (NP (PRP it)) (SBAR (ADVP (RB up) (. .) ('' '')) (RB Now) (S (S (NP (PRP I)) (VP (VBD understood) (NP (NP (DT that) (JJ unfinished) (NN sentence)) (PP (IN of) (NP (NNS hers)))))) (: :) (S (`` ``) (NP (NNP Emily)) (VP (VBZ herself)) ('' '') ('' '')) ('' '') (CC And) (S (PP (IN in) (NP (PRP$ my) (NN heart))) (NP (PRP I)) (VP (VBD agreed) (PP (IN with) (NP (PRP her))))))))))) (. .))),(ROOT (S (ADVP (RB Now)) (NP (PRP I)) (VP (VBD realized) (SBAR (WHADVP (WRB why)) (S (NP (NNP Miss) (NNP Howard)) (VP (VBD had) (VP (VBN advised) (S (NP (PRP we)) (VP (VB keep) (ADJP (JJ quiet) (PP (IN about) (NP (PRP it))))))))))) (. .))),"No wonder Miss Howard had suggested ""hushing it up."" Now I understood that unfinished sentence of hers: ""Emily herself"" And in my heart I agreed with her. ",Now I realized why Miss Howard had advised we keep quiet about it.,entailment,entailment
57,46,328881,81048,81048c,fiction,( You ( ( ( huntin ' ) someone ) ? ) ),( ( ( Are you ) ( hunting ( a deer ) ) ) ? ),(ROOT (S (NP (PRP You)) (VP (VBP huntin) (`` ') (NP (NN someone))) (. ?))),(ROOT (SQ (VBP Are) (NP (PRP you)) (VP (VBG hunting) (NP (DT a) (NNS deer))) (. ?))),You huntin' someone? ,Are you hunting a deer?,contradiction,contradiction
85,93,347837,1651,1651n,fiction,( Bauerstein ( ( had ( ( been there ) ( that evening ) ) ) . ) ),( Bauerstein ( ( had ( ( been there ) ( since ( early morning ) ) ) ) . ) ),(ROOT (S (NP (NNP Bauerstein)) (VP (VBD had) (VP (VBN been) (ADVP (RB there)) (NP (DT that) (NN evening)))) (. .))),(ROOT (S (NP (NNP Bauerstein)) (VP (VBD had) (VP (VBN been) (ADVP (RB there)) (PP (IN since) (NP (JJ early) (NN morning))))) (. .))),Bauerstein had been there that evening. ,Bauerstein had been there since early morning.,neutral,neutral
33,2,382177,66905,66905e,travel,( ( An elevator ) ( ( ( takes ( sightseers ( to ( ( an ( observation platform ) ) ( in ( the gorge ) ) ) ) ) ) below ) . ) ),( Sightseers ( ( must ( go ( to ( ( the platform ) ( on foot ) ) ) ) ) . ) ),(ROOT (S (NP (DT An) (NN elevator)) (VP (VBZ takes) (ADJP (JJ sightseers) (PP (TO to) (NP (NP (DT an) (NN observation) (NN platform)) (PP (IN in) (NP (DT the) (NN gorge)))))) (ADVP (RB below))) (. .))),(ROOT (S (NP (NNS Sightseers)) (VP (MD must) (VP (VB go) (PP (TO to) (NP (NP (DT the) (NN platform)) (PP (IN on) (NP (NN foot))))))) (. .))),An elevator takes sightseers to an observation platform in the gorge below.,Sightseers must go to the platform on foot.,entailment,entailment
45,250,376326,59587,59587c,government,"( ( Rather ( than ( ( add ( ( yet ( another layer ) ) ( of ( environmental regulations ) ) ) ) ( on ( top ( of ( the ( existing ones ) ) ) ) ) ) ) ) ( , ( we ( ( believe ( that ( ( S. 556 ) ( should ( eliminate ( those ( unnecessary ( existing requirements ) ) ) ) ) ) ) ) . ) ) ) )",( ( S. 556 ) ( ( proposed ( 800 ( new rules ) ) ) . ) ),"(ROOT (S (SBAR (RB Rather) (IN than) (S (VP (VBP add) (NP (NP (RB yet) (DT another) (NN layer)) (PP (IN of) (NP (JJ environmental) (NNS regulations)))) (PP (IN on) (NP (NP (NN top)) (PP (IN of) (NP (DT the) (VBG existing) (NNS ones)))))))) (, ,) (NP (PRP we)) (VP (VBP believe) (SBAR (IN that) (S (NP (NNP S.) (NNP 556)) (VP (MD should) (VP (VB eliminate) (NP (DT those) (JJ unnecessary) (VBG existing) (NNS requirements))))))) (. .)))",(ROOT (S (NP (NNP S.) (NNP 556)) (VP (VBD proposed) (NP (CD 800) (JJ new) (NNS rules))) (. .))),"Rather than add yet another layer of environmental regulations on top of the existing ones, we believe that S. 556 should eliminate those unnecessary existing requirements.",S. 556 proposed 800 new rules.,contradiction,contradiction
72,370,335127,139501,139501n,telephone,( and ( ( so sometimes ) ( you ( wear ( you ( ( ( know ( the shirts ) ) ( from ( from ( ( ( ( the gym ) everyday ) ( of ( the week ) ) ) ( ( the ( only thing ) ) ( is ( that ( you ( can ( ( ( tell them ) apart ) ( because ( they ( have ( the year ) ) ) ) ) ) ) ) ) ) ) ) ) ) ( that ( they ( were ( bought in ) ) ) ) ) ) ) ) ) ),( ( Gym shirts ) ( ( ( can usually ) ( look ( exactly ( the same ) ) ) ) . ) ),(ROOT (FRAG (CC and) (NP (NP (RB so) (RB sometimes)) (SBAR (S (NP (PRP you)) (VP (VBP wear) (S (NP (PRP you)) (VP (VB know) (NP (DT the) (NNS shirts)) (PP (IN from) (IN from) (NP (NP (DT the) (NN gym)) (NP (NN everyday)) (PP (IN of) (NP (DT the) (NN week))) (SBAR (S (NP (DT the) (JJ only) (NN thing)) (VP (VBZ is) (SBAR (IN that) (S (NP (PRP you)) (VP (MD can) (VP (VB tell) (NP (PRP them)) (ADVP (RB apart)) (SBAR (IN because) (S (NP (PRP they)) (VP (VBP have) (NP (DT the) (NN year)))))))))))))) (SBAR (IN that) (S (NP (PRP they)) (VP (VBD were) (VP (VBN bought) (PP (IN in)))))))))))))),(ROOT (S (NP (NNP Gym) (NNS shirts)) (VP (MD can) (ADVP (RB usually)) (VP (VB look) (NP (RB exactly) (DT the) (JJ same)))) (. .))),and so sometimes you wear you know the shirts from from the gym everyday of the week the only thing is that you can tell them apart because they have the year that they were bought in,Gym shirts can usually look exactly the same.,neutral,neutral
99,334,353137,124854,124854n,travel,"( ( Many ( of ( its ( ( ( timbered and ) gabled ) houses ) ) ) ) ( ( ( date back ) ( ( ( ( to ( the ( 14th ( and ( 15th centuries ) ) ) ) ) , ) particularly ) ( in ( ( ( the ( Place ( de l'Hotel-de-Ville ) ) ) and ) ( the ( Rue ( du Poids-du-Roy ) ) ) ) ) ) ) . ) )",( ( All ( of ( its houses ) ) ) ( ( were ( built ( before ( the ( 20th century ) ) ) ) ) . ) ),"(ROOT (S (NP (NP (JJ Many)) (PP (IN of) (NP (PRP$ its) (ADJP (JJ timbered) (CC and) (JJ gabled)) (NNS houses)))) (VP (VBP date) (ADVP (RB back)) (PP (PP (TO to) (NP (DT the) (JJ 14th) (CC and) (JJ 15th) (NNS centuries))) (, ,) (RB particularly) (PP (IN in) (NP (NP (DT the) (NN Place) (IN de) (NN l'Hotel-de-Ville)) (CC and) (NP (DT the) (NNP Rue) (NNP du) (NNP Poids-du-Roy)))))) (. .)))",(ROOT (S (NP (NP (DT All)) (PP (IN of) (NP (PRP$ its) (NNS houses)))) (VP (VBD were) (VP (VBN built) (PP (IN before) (NP (DT the) (JJ 20th) (NN century))))) (. .))),"Many of its timbered and gabled houses date back to the 14th and 15th centuries, particularly in the Place de l'Hotel-de-Ville and the Rue du Poids-du-Roy.",All of its houses were built before the 20th century.,neutral,neutral
